InChIKey,SMILES,uniprot+pfam,ic_value,ic_str,sentence_len,log(ic),BEL-level
YSBWGDRABQEKLE-GREQRWIPSA-N,C[C@]12CC[C@H]3[C@@H](CC=C4CC(OS(N)(=O)=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(O)Cc1ccccc1,P08842|PF00884,400.0,400.0,18,5.991464547107983,5
AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,P08684|PF00067,2.0,2.0,3,0.6931471805599453,3
FSNFSAMPUGJNBB-WCQYABFASA-N,C[C@@H]1OC(=O)[C@@H]1NC(=O)OCCCCc1ccccc1,Q5KTC7|PF02275,389.05,389.05,6,5.963707870062939,5
FPDCVNHEKYJTLH-UHFFFAOYSA-N,CC(=O)Nc1ccc(N2C(=O)N=C(NC3CCCCC3)C23CCN(Cc2ccccc2)CC3)cc1,P56817|PF00026,21000.0,21000.0,7,9.952277716705561,6
FIYGPZYNIQQISM-UHFFFAOYSA-N,Cc1nn(-c2cncc(C(C)(C)O)c2)c2cccc(F)c12,P05093|PF00067,10000.0,10000.0,7,9.210340371976184,6
BIGQJQKSDHOEOM-UHFFFAOYSA-N,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc1,P08253|PF00413,664.0,664.0,5,6.498282149476434,5
ZQZDVWIVDMKSEG-RXXMQNNBSA-N,COC(=O)N[C@H]1[C@@H](C)C[C@@H](c2ccncc2NC(=O)c2nc(-c3cc(C(=O)NC(C)C)ccc3F)ccc2N)C[C@H]1N,Q9P1W9|PF00069,5.19,5.19,4,1.6467336971777973,3
KRIKEQPXWUJINC-ZHZULCJRSA-N,CC1CCCC/C1=N/Nc1nc(-c2ccc(Cl)cc2Cl)cs1,P27338|PF01593,26810.0,26810.0,18,10.196530231230003,6
UAVJSXMOVRPUER-UHFFFAOYSA-N,Cc1cccc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)n1,Q5S007|PF00069,110.0,110.0,5,4.700480365792417,4
WNRZHQBJSXRYJK-UHFFFAOYSA-N,NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N,P24468|PF00104,9205.999999999996,9205.999999999996,17,9.127610724377185,6
QHUDPFOODLMGQO-UHFFFAOYSA-N,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,P10721|PF07714,10000.0,10000.0,7,9.210340371976184,6
FAMNHFCNERMKMJ-UHFFFAOYSA-N,Cc1ccc(CNC(=O)c2cccc(C(C)Oc3ccnc(Nc4nc5ccccc5[nH]4)c3)c2)cc1,P08922|PF07714,10000.0,10000.0,7,9.210340371976184,6
NGJKWXIPEUHCJA-LBPRGKRZSA-N,COc1ccc(NC(=O)[C@H](C)Nc2nc3c(cnn3-c3ccccc3Cl)c(=O)[nH]2)cc1,Q14432|PF00233,49999.99999999999,49999.99999999999,17,10.819778284410283,6
JLPBSAAQLITCHZ-YHYXMXQVSA-N,O=C(O)COc1ccc(/C=C2\\SC(=O)N(CC(=O)O)C2=O)cc1,P16116|PF00248,599.9999999999999,599.9999999999999,17,6.396929655216146,5
IUEWXNHSKRWHDY-PHIMTYICSA-N,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,O60674|PF07714,35.999999999999986,35.999999999999986,18,3.583518938456109,4
ODRIUSPRMZPRHG-UHFFFAOYSA-N,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCCC)cc3)nn12,P0DMS8|PF00001,0.29999999999999993,0.29999999999999993,19,-1.203972804325936,2
OWAWOKKHZNRHGV-UHFFFAOYSA-N,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,P24941|PF00069,10000.0,10000.0,7,9.210340371976184,6
PVHPZPKHRNPXOT-VOTSOKGWSA-N,COc1ccccc1/C=C/C(=O)c1ccncc1,P33261|PF00067,20000.0,20000.0,7,9.903487552536127,6
MRIRDTYIRGDISF-UHFFFAOYSA-N,COc1ccc(C(=O)NC(Sc2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,O75762|PF00520,259.99999999999994,259.99999999999994,18,5.5606816310155285,5
WYWOBCJMDNZHAV-UHFFFAOYSA-N,CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,Q15759|PF00069,2319.9999999999995,2319.9999999999995,18,7.749322464660356,5
XMMRKWFEVZUVSO-JXZUBROBSA-N,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C3CCCNC3)C2)c1,P00797|PF00026,319.99999999999994,319.99999999999994,18,5.768320995793773,5
YQTDTLOPRQESCI-UHFFFAOYSA-N,CCCCOC(=O)Oc1cc(C)cc2c1C(=O)c1c(OC(=O)OCCCC)cc(OC)cc1C2=O,P08246|PF00089,2500.0,2500.0,6,7.824046010856294,5
QXQBUHCSEYQBBD-UHFFFAOYSA-N,NC(=O)c1ccc(NC2CNCCC2c2ccc(F)cc2)c2cncnc12,P31749|PF00069,2000.0,2000.0,6,7.600902459542082,5
QKTZQXBYQAXPDG-UHFFFAOYSA-N,O=c1c(C(c2ccc(O)cc2)c2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,P15559|PF02525,2299.9999999999995,2299.9999999999995,18,7.740664401917241,5
KKEZYCVDBBSKPD-SCXVOSTRSA-N,CCCC1C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=CN(CC(=O)OC(C)C)C=C1C(=O)OC(C)(C)C,P56817|PF00026,24600.0,24600.0,18,10.110501721920453,6
VKFHYWJSMXLPSP-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc3[nH]ncc3c2)cc1OC,P21397|PF01593,10000.0,10000.0,7,9.210340371976184,6
TYXYMBPBHSSRTI-UHFFFAOYSA-N,O=C1COc2cc(OCCCc3ccccc3)ccc21,P27338|PF01593,20510.0,20510.0,18,9.928667851066427,6
SGPHLLUCLSONGK-UHFFFAOYSA-N,CCC(Cc1cccc2ccccc12)NS(=O)(=O)c1c(C)cc(C)cc1C,P04150|PF00104,9.999999999999998,9.999999999999998,17,2.302585092994045,4
NBYLBWHHTUWMER-UHFFFAOYSA-N,Cc1ccc2cccc(O)c2n1,P53582|PF00557,14999.999999999995,14999.999999999995,18,9.615805480084347,6
USFQLAVWHQCNDG-AYEIPMSGSA-N,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1C[C@H](O)[C@@H]2[C@H](C)CCCC(C)C,P35968|PF07714,100000.0,100000.0,17,11.512925464970227,7
ZZDTVYOVMJIJIZ-UHFFFAOYSA-N,N#Cc1ccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1.[Br-],P22303|PF00135,22900.000000000004,22900.000000000004,18,10.03889218954233,6
FYHDUDNCHVCGMS-KSTJSZMBSA-N,C/N=C(\\S)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)C(O)C(F)(F)C(=O)NCCN1CCOCC1,P00797|PF00026,2.33,2.33,18,0.8458682675776092,3
ZKHUZIGQNHJVGZ-WEVVVXLNSA-N,Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1,P30542|PF00001,10000.0,10000.0,7,9.210340371976184,6
GMRQSICJBGWEQQ-UHFFFAOYSA-N,CSc1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c(-c3ccccc3)coc2n1,P08581|PF07714,10000.0,10000.0,7,9.210340371976184,6
QEVHRUUCFGRFIF-MDEJGZGSSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,P08183|PF00664,3235.94,3235.94,18,8.082074736597342,6
XSEQAKHTJDAGQH-UHFFFAOYSA-N,COC(=O)c1sc(C(C)C)cc1NC(=O)Nc1ccc(C)cc1,P04049|PF07714,4000.0,4000.0,6,8.294049640102028,6
VHWBXEUHUQDHDH-UHFFFAOYSA-N,Oc1cccc(-c2ccc3cc(O)ccc3c2)c1,P37059|PF00106,5641.0,5641.0,6,8.637816633739979,6
CEUORZQYGODEFX-UHFFFAOYSA-N,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,P14416|PF00001,7.6,7.6,3,2.028148247292285,4
OBNYBJBVOSNBEQ-QKDODKLFSA-N,N=C(N)NCCC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,P25116|PF00001,56000.00000000002,56000.00000000002,18,10.933106969717288,6
ZOQDAVOCQCXTKU-UHFFFAOYSA-N,CC1(c2ccccc2)CCN(c2ccc(Cl)cc2)C(=O)O1,P28845|PF00106,229.00000000000003,229.00000000000003,18,5.433722003554242,5
CYEHNBFRCZLKJT-UHFFFAOYSA-N,c1ccc(-c2nc(-c3nccc4ccccc34)oc2-c2ccccc2)cc1,P51843|PF00104,67500.0,67500.0,7,11.119882876860624,7
SUSGUHROFJZWAC-UHFFFAOYSA-N,CCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1,P31645|PF00209,8.999999999999996,8.999999999999996,17,2.197224577336219,4
AGCPOGPDHHGRRI-UHFFFAOYSA-N,O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3nccs3)c2)c(Cl)c1,P10828|PF00104,28.18,28.18,5,3.3386125064705343,4
JPRLCBDOHSIGAL-UHFFFAOYSA-N,Cl.N=C(NCc1ccc(Cl)cc1)SCCCN1CCOCC1,Q9Y5N1|PF00001,1584.89,1584.89,7,7.368270283272129,5
DNGAWUMPQLYJTP-TZPNTHKFSA-N,C[C@H](NC(=O)[C@@H](NC(=O)C(C)(C)N)[C@@H](C)c1ccc(-c2ccccc2)cc1)c1nc2cc(Cl)c(Cl)cc2[nH]1,Q7TMR0|PF05577,22.0,22.0,4,3.0910424533583165,4
AYAFHNDBQLFFQQ-IZLXSDGUSA-N,O=C(CCCC[C@@H]1CCSC(c2ccccc2)(c2ccccc2)S1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,P17706|PF00102,7040.0,7040.0,6,8.859363449152088,6
LMAKINREZDRRQX-UHFFFAOYSA-N,COc1ccc(-c2cccc(C(F)(F)F)c2)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,Q15858|PF00520,3079.000000000002,3079.000000000002,17,8.032360147924503,6
KQNFZFJGPHXITJ-UHFFFAOYSA-N,Cc1cccc(NC(=S)n2cc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)n2)c1,P36897|PF00069,3680.0,3680.0,18,8.210668031162976,6
JDWABYMNXSUMMV-OJJQZRKESA-N,NC(=O)[C@@H]1C/N=C(/N2CCCC2)NC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N1,P33535|PF00001,426.5799999999999,426.5799999999999,18,6.0557999226128745,5
RDLSKDOSNKLEAQ-UHFFFAOYSA-N,Cc1ccncc1-c1nn(C)c2nc(OCc3ccccn3)cnc12,Q9HCR9|PF00233,10000.0,10000.0,7,9.210340371976184,6
ZCLRNMGXXISXBG-UHFFFAOYSA-N,COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc6cc(F)ccc6n5)ccc43)cc2)cn1,P20292|PF01124,747.0000000000001,747.0000000000001,17,6.616065185132817,5
XGLLCMUCSWPKPD-UHFFFAOYSA-N,Oc1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1O,P35968|PF07714,1.0,1.0,3,0.0,3
YFWXFHNZGKNDBC-UHFFFAOYSA-N,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,P34976|PF00001,0.54,0.54,4,-0.6161861394238171,3
XTJBTJMEXZEGIF-XIKOKIGWSA-N,CC[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,P22894|PF00413,5.1000000000000005,5.1000000000000005,18,1.6292405397302805,3
DFTRUYUEVDTQLP-UHFFFAOYSA-N,O=C(CCCCCCc1ccccc1)c1nnc(-c2ccccc2)[nH]1,Q9Y4D2|PF01764,10000.0,10000.0,7,9.210340371976184,6
YZKJRWGXWZSDMI-UHFFFAOYSA-N,Nc1ncc2c(n1)c(NC1CC1)nc1cc(C(=O)O)ccc12,P68400|PF00069,23.0,23.0,18,3.1354942159291497,4
FUKODXXKPDODID-UHFFFAOYSA-N,CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1,P26358|PF00145,149999.99999999994,149999.99999999994,18,11.918390573078392,7
GBVIDTUQWWLRHG-UHFFFAOYSA-N,CCc1onc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1Sc1cccc(OC)c1,P26684|PF00001,799.9999999999999,799.9999999999999,17,6.684611727667928,5
NPYXXORYEHHBOI-UHFFFAOYSA-N,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2nnccc2N)cc1,P51686|PF00001,3.8,3.8,3,1.3350010667323402,3
LTEJRLHKIYCEOX-TZMCWYRMSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@@H](C)N)c(C)c34)ccc2[nH]1,P11712|PF00067,9699.999999999998,9699.999999999998,17,9.179881164491476,6
KYXSQGDWDGTJNF-BBACVFHCSA-N,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,P97266|PF00001,17.999999999999993,17.999999999999993,18,2.8903717578961645,4
VZBRCRRODKYBEF-UHFFFAOYSA-N,CC(=O)N1c2cccc(O)c2NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(OCc2ccccc2)cc1Cl,P30536|PF03073,30000000.0,30000000.0,18,17.216707939626428,9
YZLZEXBVVJLLBY-UHFFFAOYSA-N,CCCCCOC(COc1ccc(Cc2noc(=O)[nH]2)cc1)COc1ccc(Cc2noc(=O)[nH]2)cc1,P00592|PF00068,100000.0,100000.0,17,11.512925464970227,7
GCNRQBFIMDIGDC-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1nnn2c1nc(N1CCCC1)c1sccc12,P50406|PF00001,188.0,188.0,5,5.236441962829949,5
IXMPLEQRCXZJSC-GFCCVEGCSA-N,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc(Cl)c1OC,P43405|PF07714,25.299999999999994,25.299999999999994,18,3.2308043957334744,4
AZLWHCAOZGWHCN-XXWVNBFBSA-N,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCc3ccc(OC)cc32)cc(N2CCCCS2(=O)=O)c1,Q9Y5Z0|PF00026,2950.0000000000014,2950.0000000000014,17,7.989560449333865,5
NFKDKPROTAFVJH-FQEVSTJZSA-N,NC(=O)Cn1ccc2ccc(CN3CCC[C@H](Nc4ccc5[nH]ncc5c4)C3)cc21,O75116|PF00069,148.0,148.0,5,4.997212273764115,4
WVEAQTILSGURKS-HKUYNNGSSA-N,Cc1ccsc1C(=CCCN(C)[C@H]1CCCC[C@@H]1C(=O)O)c1sccc1C,P31651|PF00209,62200.00000000003,62200.00000000003,18,11.038110278727274,7
UNERFOYGRRSDAU-UHFFFAOYSA-N,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCC(C(=O)O)C5)sc34)cc2F)c1,P35968|PF07714,79.99999999999999,79.99999999999999,17,4.382026634673881,4
YKPSNCOYXMNBLI-UHFFFAOYSA-N,O=[N+]([O-])c1cc2c(N3CCN(/C(S)=N\\Cc4ccccc4)CC3)ncnc2cc1Cl,P09619|PF07714,30000.0,30000.0,18,10.308952660644293,6
GLHNCRVLMHIZMS-OSVSPSBGSA-N,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1Cc2ccccc2C1.O=C(O)C(F)(F)F,P56817|PF00026,100000.0,100000.0,17,11.512925464970227,7
KGCGDYADLNUQIH-UHFFFAOYSA-N,Cc1ccc(OCCn2c(SCCC(=O)O)nc3ccccc32)cc1,P10275|PF00104,49999.99999999999,49999.99999999999,17,10.819778284410283,6
SXPLUAKSZJTQBC-VNTMZGSJSA-N,CCCCCCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,P23780|PF01301,350000.0,350000.0,8,12.765688433465595,7
HHVPFOZVFPAJBT-UHFFFAOYSA-N,N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)cc3n4CCC3CC(=O)O)no2)c1,P08684|PF00067,30000.0,30000.0,18,10.308952660644293,6
WUNAGXZZIQAIEW-QGOAFFKASA-N,CCCCc1ncc(/C=C(\\Cc2ccc(Cl)c(Cl)c2)C(=O)O)n1Cc1ccccc1Cl,P29089|PF00001,25600.0,25600.0,18,10.150347630467651,6
FYAWQQTZMXAAFH-UHFFFAOYSA-N,CCOCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,P08684|PF00067,13500.000000000002,13500.000000000002,18,9.51044496442652,6
HAIVKSHDQLOZEG-UHFFFAOYSA-N,CCCCc1nn(-c2ccccc2-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,P34976|PF00001,3.5999999999999988,3.5999999999999988,17,1.280933845462064,3
DGDQOORHICKNFV-OBLZXLFDSA-N,O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cnn2cc(Cl)cnc12,P28845|PF00106,50.12,50.12,5,3.9144201300278674,4
YOCKQJMJWGYCKD-UHFFFAOYSA-N,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CC)O3)c1,P56817|PF00026,143.00000000000006,143.00000000000006,18,4.962844630259909,4
CRWOMNWHLXXELU-UHFFFAOYSA-N,O=C(NC1CCN(Cc2c[nH]c3ccccc23)CC1)c1ccc(Cl)nc1Cl,P31651|PF00209,58000.0,58000.0,7,10.968198289528555,6
MZBGWQASMHNMKF-UHFFFAOYSA-N,CCCCCCNC(=O)Nc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,P97612|PF01425,88400.00000000001,88400.00000000001,17,11.389627248625734,7
NYOJDMQJBPXCHG-GXTWGEPZSA-N,C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,P23977|PF00209,10000.0,10000.0,7,9.210340371976184,6
DZVQBRGQNWDWIG-UHFFFAOYSA-N,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2nc(CCOCc3ccncc3)cs2)cc1,Q16832|PF07714,2.0,2.0,3,0.6931471805599453,3
XDMYGTWAYIOWAW-ZEQKJWHPSA-N,COc1cccc([C@H]2O[C@H](CC(=O)NCCCCC(=O)O)C(=O)N(CC(C)(C)CO)c3ccc(Cl)cc32)c1OC,P37268|PF00494,38.00000000000001,38.00000000000001,17,3.637586159726386,4
WBFYXXSCLCUBIH-QFIPXVFZSA-N,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc([N+](=O)[O-])cc1,P08253|PF00413,290.99999999999994,290.99999999999994,18,5.673323267171493,5
GVYUEZFLXAHJAB-UHFFFAOYSA-N,Fc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1,P35462|PF00001,59.00000000000002,59.00000000000002,18,4.07753744390572,4
VPPSVWJFYPPEBY-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)c1cc(NC(=O)c2cc(-c3ccccn3)c(F)cc2Cl)n(-c2ccccc2)n1,P04629|PF07714,93.19999999999996,93.19999999999996,17,4.534747721691545,4
NJXRHIKVLFLBME-OTROEKDUSA-N,O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1sc(OCCO)nc1C1CC1,P50172|PF00106,12.999999999999995,12.999999999999995,18,2.5649493574615363,4
VCRWYFQGTCFZDJ-UHFFFAOYSA-N,Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,P04049|PF07714,0.353,0.353,5,-1.0412872220488405,2
ILOAUSWXRCKWFH-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,P35968|PF07714,3400.0,3400.0,6,8.131530710604252,6
AGGMHZBJHNUETP-UHFFFAOYSA-N,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1ccc(Cl)cc1)C(F)(F)F,P04150|PF00104,339.99999999999994,339.99999999999994,18,5.828945617610207,5
SHIKCAICRTZTAO-XZWHSSHBSA-N,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,P07339|PF00026,6760.000000000003,6760.000000000003,17,8.81877816903701,6
LSNNTKQFXCQDCI-UHFFFAOYSA-N,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(O)O2,P10275|PF00104,49.99999999999999,49.99999999999999,17,3.912023005428147,4
SICRRVUVAIRMQG-LJQANCHMSA-N,Cc1ccc(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)cn(C)c4=O)nc23)cn1,P04629|PF07714,15.900000000000004,15.900000000000004,18,2.766319109226186,4
MLQDRBUPGYFZIZ-UHFFFAOYSA-N,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC3CC3)c(OCC(F)F)cc21,O14684|PF01124,4.0,4.0,3,1.3862943611198906,3
LRRDBQACGOYDLN-LUAWRHEFSA-N,COc1ccc(/N=c2\\ssnc2Cl)cc1,P34949|PF01238,14354.0,14354.0,7,9.571783927990015,6
BJWCOCPYUFMOQD-UHFFFAOYSA-N,C#CCN(Cc1ccc2nc(N)nc(O)c2c1)c1c(Cl)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,P07607|PF00303,14.399999999999995,14.399999999999995,18,2.667228206581955,4
LQVBFYKKOKMMIL-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)CC1,P23458|PF07714,2.0,2.0,3,0.6931471805599453,3
JXUCEJOYJLAWHG-JFQMQCJMSA-N,CCCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)OC(C)(C)C)C(=O)NCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(c1ccccc1)c1ccccc1,P30553|PF00001,2200.0,2200.0,6,7.696212639346408,5
QGTZGRJGVNFBKB-UHFFFAOYSA-N,COc1cc(OC)c(Cl)c(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,P22607|PF07714,4.897999999999999,4.897999999999999,17,1.5888269585299757,3
IIEJKCICXMCYNS-UHFFFAOYSA-N,COC(=O)CCC(=O)Nc1cccc2c1C(=O)C(=O)c1ccccc1-2,Q12923|PF00102,4400.0,4400.0,6,8.389359819906353,6
MMOIWXGERBDGKP-UHFFFAOYSA-N,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(CCCC2(O)CCNCC2)cc1,Q9Y5N1|PF00001,30000.0,30000.0,18,10.308952660644293,6
GBPSMUALOCUVIK-UHFFFAOYSA-N,Cc1c(N)ccc2c(N(C)c3ccccc3)cc[n+](Cc3cccc(-c4cccc(C[n+]5ccc(N(C)c6ccccc6)c6ccc(N)c(C)c65)c4)c3)c12.[Br-].[Br-],P35790|PF01633,56799.99999999999,56799.99999999999,17,10.947291604709244,6
GEFDXUZHLNJUMR-HNNXBMFYSA-N,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,Q01959|PF00209,500.0,500.0,5,6.214608098422191,5
NRUKOCRGYNPUPR-QBPJDGROSA-N,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,O95342|PF00664,132999.99999999994,132999.99999999994,18,11.79810440720389,7
YCWLNLOGGOHBTB-VOTSOKGWSA-N,COc1cccn2nc(/C=C/c3nc(-c4cscc4C)cn3C)nc12,Q9Y233|PF00233,55.0,55.0,4,4.007333185232471,4
AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,P00533|PF07714,47.0,47.0,4,3.8501476017100575,4
NLWKGWFBMYWDIT-BDPMCISCSA-N,O=C(NC1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2ncccc2C(=O)O)c(O)c1)c1ccc(O)cc1,P05771|PF00069,12999.999999999995,12999.999999999995,18,9.472704636443671,6
RPNUGMHPXFBNBP-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(Br)c3F)cc2[nH]1,P15056|PF07714,100.0,100.0,17,4.605170185988092,4
PCOMQZCYLOTKTN-UHFFFAOYSA-N,O=C(CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)Nc1ccc(OC(F)(F)F)cc1,P22894|PF00413,6.7,6.7,3,1.9021075263969205,3
MHWFCZPGHYGQMR-CQSZACIVSA-N,COc1ccc2c(-n3c(=O)n(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4ccccc43)noc2c1,Q07869|PF00104,49999.99999999999,49999.99999999999,17,10.819778284410283,6
CYXKNKQEMFBLER-UHFFFAOYSA-N,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,P20309|PF00001,3118.6,3118.6,6,8.045139462150786,6
NOPNJPVZJCPTKV-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccnc(N2CCOCC2)c1,P04049|PF07714,0.2,0.2,19,-1.6094379124341005,2
WBDUCQHSAOGZPU-UHFFFAOYSA-N,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(OC2CCOCC2)c(-c2cncnc2)c1,P00519|PF07714,3.8,3.8,3,1.3350010667323402,3
PJRZZHKHLDKTKL-VJLATZRLSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,P35346|PF00001,16.0,16.0,4,2.772588722239781,4
